id,name,value
2756,row 2756,8268
2757,row 2757,8271
2758,row 2758,8274
2759,row 2759,8277
2760,row 2760,8280
2761,row 2761,8283
2762,row 2762,8286
2763,row 2763,8289
2764,row 2764,8292
2765,row 2765,8295
2766,row 2766,8298
2767,row 2767,8301
2768,row 2768,8304
2769,row 2769,8307
2770,row 2770,8310
2771,row 2771,8313
2772,row 2772,8316
2773,row 2773,8319
2774,row 2774,8322
2775,row 2775,8325
2776,row 2776,8328
2777,row 2777,8331
2778,row 2778,8334
2779,row 2779,8337
2780,row 2780,8340
2781,row 2781,8343
2782,row 2782,8346
2783,row 2783,8349
2784,row 2784,8352
2785,row 2785,8355
2786,row 2786,8358
2787,row 2787,8361
2788,row 2788,8364
2789,row 2789,8367
2790,row 2790,8370
2791,row 2791,8373
2792,row 2792,8376
2793,row 2793,8379
2794,row 2794,8382
2795,row 2795,8385
2796,row 2796,8388
2797,row 2797,8391
2798,row 2798,8394
2799,row 2799,8397
2800,row 2800,8400
2801,row 2801,8403
2802,row 2802,8406
2803,row 2803,8409
2804,row 2804,8412
2805,row 2805,8415
2806,row 2806,8418
2807,row 2807,8421
2808,row 2808,8424
2809,row 2809,8427
2810,row 2810,8430
2811,row 2811,8433
2812,row 2812,8436
2813,row 2813,8439
2814,row 2814,8442
2815,row 2815,8445
2816,row 2816,8448
2817,row 2817,8451
2818,row 2818,8454
2819,row 2819,8457
2820,row 2820,8460
2821,row 2821,8463
2822,row 2822,8466
2823,row 2823,8469
2824,row 2824,8472
2825,row 2825,8475
2826,row 2826,8478
2827,row 2827,8481
2828,row 2828,8484
2829,row 2829,8487
2830,row 2830,8490
2831,row 2831,8493
2832,row 2832,8496
2833,row 2833,8499
2834,row 2834,8502
2835,row 2835,8505
2836,row 2836,8508
2837,row 2837,8511
2838,row 2838,8514
2839,row 2839,8517
2840,row 2840,8520
2841,row 2841,8523
2842,row 2842,8526
2843,row 2843,8529
2844,row 2844,8532
2845,row 2845,8535
2846,row 2846,8538
2847,row 2847,8541
2848,row 2848,8544
2849,row 2849,8547
2850,row 2850,8550
2851,row 2851,8553
2852,row 2852,8556
2853,row 2853,8559
2854,row 2854,8562
2855,row 2855,8565
2856,row 2856,8568
2857,row 2857,8571
2858,row 2858,8574
2859,row 2859,8577
2860,row 2860,8580
2861,row 2861,8583
2862,row 2862,8586
2863,row 2863,8589
2864,row 2864,8592
2865,row 2865,8595
2866,row 2866,8598
2867,row 2867,8601
2868,row 2868,8604
2869,row 2869,8607
2870,row 2870,8610
2871,row 2871,8613
2872,row 2872,8616
2873,row 2873,8619
2874,row 2874,8622
2875,row 2875,8625
2876,row 2876,8628
2877,row 2877,8631
2878,row 2878,8634
2879,row 2879,8637
2880,row 2880,8640
2881,row 2881,8643
2882,row 2882,8646
2883,row 2883,8649
2884,row 2884,8652
2885,row 2885,8655
2886,row 2886,8658
2887,row 2887,8661
2888,row 2888,8664
2889,row 2889,8667
2890,row 2890,8670
2891,row 2891,8673
2892,row 2892,8676
2893,row 2893,8679
2894,row 2894,8682
2895,row 2895,8685
2896,row 2896,8688
2897,row 2897,8691
2898,row 2898,8694
2899,row 2899,8697
2900,row 2900,8700
2901,row 2901,8703
2902,row 2902,8706
2903,row 2903,8709
2904,row 2904,8712
2905,row 2905,8715
2906,row 2906,8718
2907,row 2907,8721
2908,row 2908,8724
2909,row 2909,8727
2910,row 2910,8730
2911,row 2911,8733
2912,row 2912,8736
2913,row 2913,8739
2914,row 2914,8742
2915,row 2915,8745
2916,row 2916,8748
2917,row 2917,8751
2918,row 2918,8754
2919,row 2919,8757
2920,row 2920,8760
2921,row 2921,8763
2922,row 2922,8766
2923,row 2923,8769
2924,row 2924,8772
2925,row 2925,8775
2926,row 2926,8778
2927,row 2927,8781
2928,row 2928,8784
2929,row 2929,8787
2930,row 2930,8790
2931,row 2931,8793
2932,row 2932,8796
2933,row 2933,8799
2934,row 2934,8802
2935,row 2935,8805
2936,row 2936,8808
2937,row 2937,8811
2938,row 2938,8814
2939,row 2939,8817
2940,row 2940,8820
2941,row 2941,8823
2942,row 2942,8826
2943,row 2943,8829
2944,row 2944,8832
2945,row 2945,8835
2946,row 2946,8838
2947,row 2947,8841
2948,row 2948,8844
2949,row 2949,8847
2950,row 2950,8850
2951,row 2951,8853
2952,row 2952,8856
2953,row 2953,8859
2954,row 2954,8862
2955,row 2955,8865
2956,row 2956,8868
2957,row 2957,8871
2958,row 2958,8874
2959,row 2959,8877
2960,row 2960,8880
2961,row 2961,8883
2962,row 2962,8886
2963,row 2963,8889
2964,row 2964,8892
2965,row 2965,8895
2966,row 2966,8898
2967,row 2967,8901
2968,row 2968,8904
2969,row 2969,8907
2970,row 2970,8910
2971,row 2971,8913
2972,row 2972,8916
2973,row 2973,8919
2974,row 2974,8922
2975,row 2975,8925
2976,row 2976,8928
2977,row 2977,8931
2978,row 2978,8934
2979,row 2979,8937
2980,row 2980,8940
2981,row 2981,8943
2982,row 2982,8946
2983,row 2983,8949
2984,row 2984,8952
2985,row 2985,8955
2986,row 2986,8958
2987,row 2987,8961
2988,row 2988,8964
2989,row 2989,8967
2990,row 2990,8970
2991,row 2991,8973
2992,row 2992,8976
2993,row 2993,8979
2994,row 2994,8982
2995,row 2995,8985
2996,row 2996,8988
2997,row 2997,8991
2998,row 2998,8994
2999,row 2999,8997
3000,row 3000,9000
